customer_id,product_id,rating,content,customer_index,product_index
1231830,599037,5,,134,58
14156527,599037,5,,505,58
42438,599037,5,,11,58
7332761,599037,5,,301,58
18132503,599037,5,,594,58
85966,599037,5,,19,58
14216937,599037,5,hay,506,58
12344728,599037,5,,460,58
1503284,599037,5,,156,58
1895509,599037,5,,186,58
1337470,599037,5,,142,58
68951,599037,5,,15,58
5582356,599037,5,,234,58
842363,599037,5,,103,58
8136353,599037,5,hài lòng,335,58
439058,599037,5,Sách rất hay. Mình mua về cho cháu đọc,59,58
5956105,599037,5,,250,58
8453118,599037,5,,348,58
8812149,599037,5,"Sách mới, đóng hộp cẩn thận.",359,58
5099874,599037,5,,205,58
6912640,9948027,5,,285,132
6081017,10118602,5,,257,137
7089802,10118602,5,Sách hay nên đọc cho các lứa tuổi dc. Ghét phải ghi thế này quá,288,137
1861160,10118602,5,,182,137
16188247,561056,5,,546,55
13334059,561056,5,,484,55
14361212,561056,5,sách hay,511,55
15312,561056,5,,5,55
12088578,3230749,5,"sách hay, đóng gói cẩn thận, giao hàng nhanh, rất hài lòng 👍",452,94
1239573,3230749,5,Mình rất thích bìa sách màu cam Aspire,136,94
537155,3230749,5,,73,94
18387707,30757177,5,,604,196
2415,30757177,4,,0,196
11525835,30757177,5,"Nội dung gây ám ảnh về nỗi đau, mất mát của con người do chiến tranh, bạo loạn gây nên. Gồm những lời tự sự của nhiều người đều có mối quan hệ, móc xích với nhau, và họ đều là nạn nhân của phong trào dân chủ Gwangju 1980.",433,196
8227537,30757177,5,,338,196
1366077,30757177,5,"mua đợt dọn kho cuối năm của Nhã Nam giá sale tốt, nhưng giao hàng lâu. vận chuyển đến mình hộp bị móp méo, sách còn nguyên. một số ít gáy sách hơi bong nhẹ",148,196
12088578,30757177,5,"sách đóng gói cẩn thận và giao hàng nhanh, rất hài lòng 👍",452,196
642183,30757177,4,Giấy bị lượn sóng nên trông sách không được mới,87,196
9862708,30757177,4,"Giao hàng chậm mất nửa tháng nhưng bù lại sách đẹp, bọc kĩ càng. Nội dung sách ám ảnh, đáng đọc",378,196
11352637,30757177,5,,424,196
1624472,30757177,5,,165,196
90147,30757177,5,,21,196
1635513,30757177,5,,166,196
7859171,30757177,3,"Sách cũ, bẩnnnnnnnnnnnnnnnnn",325,196
9907965,30757177,5,,381,196
51302,30757177,5,,12,196
5253296,30757177,5,,215,196
451499,30757177,4,,60,196
2052582,44017483,5,"Sao lần này Tiki giao sách bìa bị dơ vậy? Tuy nhiên, dịch vụ tốt tôi vẫn đánh giá 5 sao",193,236
12088578,44017483,5,"sách đóng gói kỹ, giao hàng nhanh, rất hài lòng 👍",452,236
12151124,44017483,5,Nội dung hay,454,236
7698747,44017483,5,chuẩn chất lượng,315,236
6468863,44017483,5,,266,236
11944614,44017483,5,"Sách hay, bọc Sách cẩn thận. ❤️",446,236
9135558,44017483,5,,371,236
5899621,44017483,5,,247,236
10288229,188282978,5,,393,501
1890765,188282978,5,,185,501
10491118,188282978,5,,401,501
21755192,13579551,5,,646,157
2114763,13579551,5,,196,157
16898585,13579551,5,,564,157
19065387,13579551,3,,611,157
8691757,13579551,5,,357,157
1818107,13579551,5,Ok,179,157
10929964,13579551,5,,411,157
920496,109515302,5,,111,395
1895509,109515302,5,,186,395
12289883,109515302,5,,459,395
29990552,277600246,5,"Sách đẹp, giao hàng cẩn thận",704,804
1344932,277600246,5,,144,804
