customer_id,product_id,rating,content,title,thank_count
1262621,56878836,5,,Cực kì hài lòng,0
22030159,56878836,5,Giao hàng cực nhanh. Sách rất đẹp.,Cực kì hài lòng,0
10645104,56878836,5,,Cực kì hài lòng,0
8872002,56878836,4,,Hài lòng,0
5443761,56878836,5,"nội dung lôi cuốn, nên đọc 1 lần.",Cực kì hài lòng,0
7398649,56878836,5,"Giao hàng nhanh, đóng gói cẩn thận",Cực kì hài lòng,0
6730342,56878836,5,"sách đẹp, chỉ có điều chữ thưa và to quá, lãng phí giấy, trong khi cả xả hội kêu gọi bảo vệ môi trường",Cực kì hài lòng,0
649788,56878836,5,,Cực kì hài lòng,0
14316958,56878836,5,Hay,Cực kì hài lòng,0
1818289,56878836,5,,Cực kì hài lòng,0
17196845,56878836,5,"Giao nhanh, sách đẹp, đáng giá tiền.",Cực kì hài lòng,0
10124248,56878836,4,,Hài lòng,0
17814039,56878836,5,rất hài lòng,Cực kì hài lòng,0
15151418,56878836,5,"rất hài lòng, nd hay. lần sau sẽ ủng hộ shop",Cực kì hài lòng,0
12581458,56878836,5,,Cực kì hài lòng,0
8457197,56878836,5,,Cực kì hài lòng,0
9121857,56878836,1,"giao hàng quá lâu, thùng rách móp, 1 sao.",Rất không hài lòng,0
8203075,56878836,5,,Cực kì hài lòng,0
8056247,56878836,1,Cần những feedback của nhà sách khi khách có câu hỏi,Rất không hài lòng,0
2034392,56878836,5,,Cực kì hài lòng,0
684043,56878836,5,"Sách chất lượng, mọi người nên tìm đọc",Cực kì hài lòng,0
351570,56878836,5,Tuyệtttt !!!,Cực kì hài lòng,0
22405401,56878836,5,sách hay,Cực kì hài lòng,0
6235560,56878836,5,"Bìa dày, giấy tốt, giao hàng nhanh",Cực kì hài lòng,0
15494486,56878836,5,,Cực kì hài lòng,0
8558739,56878836,5,,Cực kì hài lòng,0
9903465,56878836,4,,Hài lòng,0
14865874,56878836,5,,Cực kì hài lòng,0
278954,56878836,5,đẹp ưng ý,Cực kì hài lòng,0
759651,56878836,5,,Cực kì hài lòng,0
17010166,56878836,5,,Cực kì hài lòng,0
173552,56878836,5,,Cực kì hài lòng,0
17387911,56878836,5,"Sách hay, các bạn sinh viên nên đọc.",Cực kì hài lòng,0
7355286,56878836,5,Sản phẩm tốt.. Giao hàng quá lâu.. Không muốn đặt hàng nữa,Cực kì hài lòng,0
1087407,56878836,5,,Cực kì hài lòng,0
27102930,56878836,5,,Cực kì hài lòng,0
8639259,56878836,5,,Cực kì hài lòng,0
8888608,56878836,5,,Cực kì hài lòng,0
5112712,56878836,5,sách đẹp. mình chưa đọc kịp,Cực kì hài lòng,0
994275,56878836,5,huhu để quên mất cuốn này chưa đọc nên chưa biết sao,Cực kì hài lòng,0
7642354,56878836,5,,Cực kì hài lòng,0
21994318,56878836,5,"siêu đẹp luôn mn ạ, giá hạt dẻ, giao hàng cực nhanh, 10/10",Cực kì hài lòng,0
21514308,56878836,5,"giá tốt , sách đẹp, rất hài lòng",Cực kì hài lòng,0
22233260,56878836,5,tuyệt vời,Cực kì hài lòng,0
531440,56878836,5,Đóng gói cẩn thận! Giao hàng nha! Thank Tiki,Cực kì hài lòng,0
17378575,56878836,3,"Sản phẩm đẹp, giao hàng chậm quá. Nhận đơn hàng từ 12.9 mà đến 19.9 mới giao, Tiki chưa lần nào chậm như thế cả!",Bình thường,0
22450165,56878836,5,,Cực kì hài lòng,0
21329870,56878836,5,"siêu thích. bìa đẹp ổn, giấy láng xịn.. Rẻ hơn nhiều so với giá bìa",Cực kì hài lòng,0
9853241,56878836,5,Sách in đẹp,Cực kì hài lòng,0
1364036,56878836,5,"sách đẹp, giấy in tốt, dày, giao hàng nhanh, đóng gói cẩn thận, giá cả hợp lý, đáng tiền.",Hài lòng,0
1668498,56878836,5,,Cực kì hài lòng,0
14448090,56878836,5,"Giao hàng nhanh, chất lượng tốt, không móp không rách. Chất lượng giấy in tốt, chữ rõ ràng, không mất nét, không sai chính tả.",Hài lòng!,0
977669,56878836,5,Bộ sách đáng đọc!,Cực kì hài lòng,0
10101264,56878836,5,,Cực kì hài lòng,0
16205345,56878836,5,,Cực kì hài lòng,0
5128122,56878836,5,sách hay. Nhưng giao hàng rất chậm,Cực kì hài lòng,0
12126690,56878836,5,"Mình đã nhận đc sách, cực kỳ hài hòng ạ, đóng gói cần thận giao hàng nhanh",Cực kì hài lòng,0
